"","GENUS_SPECIES"
"954","Pygoscelis adeliae"
"955","Pygoscelis antartica"
"956","Sterna hybrid"
"957","Sterna virgata"
"958","Stercorarius parasiti"
"959","Lugensa pterodroma"
"960","Phaethon lepturus"
"961","Morus capensis"
"962","Larus sabini"
"963","Catharacta antarctica"
"964","Puffinus griseus"
"965","Bulweria bulwerii"
"966","Fregetta tropica"
"967","Fulmarus glacialoides"
"968","Thalassarche melanoph"
"969","Chlidonias niger"
"970","Stercorarius pomarinu"
"971","Sterna maxima"
"972","Harpacticoida "
"973","Oncaea "
"974","Calanoides "
"975","Calanoides carinatus"
"976","Calanus agulhensis"
"977","Centropages "
"978","Clausocalanus "
"979","Corycaeus "
"980","Ctenocalanus "
"981","Metridia "
"982","Oithona "
"983","Paracalanus parvus"
"984","Paracalanus scotti"
"985","Pleuromamma "
"986","Rhincalanus "
"987","Uria aalge"
"988","Larus marinus"
"989","Phalacrocorax carbo"
"990","Larus argentatus"
"991","Alca torda"
"992","Fulmarus glacialis"
"993","Phalacrocorax aristotelis"
"994","Rissa tridactyla"
"995","Fratercula arctica"
"996","Larus canus"
"997","Cepphus grylle"
"998","Stercorarius skua"
"999","Larus melanocephalus"
"1000","Stercorarius parasiticus"
"1001","Sternula albifrons"
"1002","Puffinus puffinus"
"1003","Sterna paradisaea/hirundo"
"1004","Hydrobates pelagicus"
"1005","Morus bassanus"
"1006","Oceanodroma leucorhoa"
"1007","Larus michahellis"
"1008","Actinocyclus octonarius"
"1009","Dinophyceae "
"1010","Protoperidinium minutum"
"1011","Flagellates "
"1012","picophytoplankton "
"1013","Cylindropyxis tremulans"
"1014","Halosphaera viridis"
"1015","Thalassiosira antarctica"
"1016","Bacillariophytina "
"1017","Diplopelta parva"
"1018","Katodinium fungiforme"
"1019","Cyclotella choctawhatcheena"
"1020","Heterocapsa rotundata"
"1021","Pinnularia baltica"
"1022","Amphidinium fusiforme"
"1023","Alexandrium insuetum"
"1024","Amphidinium larvale"
"1025","Amphidinium sphenoides"
"1026","Chaetoceros invisibilis"
"1027","Chlamydomonas "
"1028","Entomoneis kjelmanii"
"1029","Eutreptiella braarudii"
"1030","Eutreptiella eupharyngea"
"1031","Fossula arctica"
"1032","Fragilaria striatula"
"1033","Fragilariopsis cylindrus"
"1034","Fragilariopsis oceanica"
"1035","Gomphonema "
"1036","Karenia brevis"
"1037","Mastogloia "
"1038","Micracanthodinium claytonii"
"1039","Navicula transitans"
"1040","Nitzschia frigida"
"1041","Ochromonas crenata"
"1042","Plagiotropis lepidoptera"
"1043","Pleurosigma finmarchicum"
"1044","Sarcinochrysis "
"1045","Scrippsiella trochoidea"
"1046","Synedropsis hyperborea"
"1047","Gymnodinium japonicum"
"1048","Gymnodinium lebourae"
"1049","Pseudogomphonema kamtschaticum"
"1050","Actinocyclus curvatulus"
"1051","Cochlodinium brandtii"
"1052","Cylindrotheca closterium"
"1053","Diploneis littoralis"
"1054","Diplopsalopsis orbicularis"
"1055","Fragilaria crotonensis"
"1056","Grammatophora arctica"
"1057","Hantzschia "
"1058","Katodinium glaucum"
"1059","Melosira arctica"
"1060","Navicula pelagica"
"1061","Oxytoxum belgicae"
"1062","Peridiniella danica"
"1063","Plagioselmis prolonga"
"1064","Pleurasiga reynoldsii"
"1065","Porosira glacialis"
"1066","Teleaulax acuta"
"1067","Telonema subtilis"
"1068","Thalassiosira angulata"
"1069","Thalassiosira bulbosa"
"1070","Thalassiosira hyalina"
"1071","Undatella "
"1072","Achnanthes taeniata"
"1073","Amphidinium crassum"
"1074","Chaetoceros borealis"
"1075","Chattonella "
"1076","Cyclotella litoralis"
"1077","Entomoneis alata"
"1078","Eutreptiella gymnastica"
"1079","Phacus "
"1080","Prymnesiophyceae "
"1081","Torodinium robustum"
"1082","Ebria tripartita"
"1083","Ardissonea fulgens"
"1084","Amphora "
"1085","Bacterosira bathyomphala"
"1086","Dinophysis arctica"
"1087","Diploneis didyma"
"1088","Protoperidinium brevipes"
"1089","Thalassiosira hyperborea"
"1090","Amphidinium acutissimum"
"1091","Chaetoceros atlanticus"
"1092","Cocconeis costata"
"1093","Cyclotella striata"
"1094","Diplopsalis lenticula"
"1095","Dunaliella "
"1096","Eucampia groenlandica"
"1097","Licmophora hyalina"
"1098","Nitzschia scabra"
"1099","Salpingoeca inquillata"
"1100","Trachyneis aspera"
"1101","Oxyneis binalis"
"1102","Achnanthes brevipes"
"1103","Cyclotella meneghiniana"
"1104","Gymnodinium heterostriatum"
"1105","Pleurosigma angulatum"
"1106","Pseudo-nitzschia pseudodelicatissima"
"1107","Chaetoceros ceratosporum"
"1108","Dinophysis contracta"
"1109","Gymnodinium frigidum"
"1110","Licmophora communis"
"1111","Monosiga marina"
"1112","Navicula directa"
"1113","Navicula lineola"
"1114","Nitzschia neofrigida"
"1115","Odontella aurita"
"1116","Oxytoxum diploconus"
"1117","Pleurosigma hudsonii"
"1118","Pleurosigma normanii"
"1119","Protoperidinium pellucidum"
"1120","Protoperidinium subinerme"
"1121","Pseudo-nitzschia granii"
"1122","Pyramimonas grossii"
"1123","Tabellaria fenestrata"
"1124","Thalassiosira conferta"
"1125","Thalassiosira nordenskioeldii"
"1126","Phaeocystis pouchetii"
"1127","Karlodinium veneficum"
"1128","Synechococcus "
"1129","Rhodomonas marina"
"1130","Carteria "
"1131","Chaetoceros diadema"
"1132","Chaetoceros furcellatus"
"1133","Navicula vanhoeffenii"
"1134","Nitzschia longissima"
"1135","Gyrosigma tennuissimum"
"1136","Nitzschia obtusa"
"1137","Pronoctiluca acuta"
"1138","Karlodinium vitiligo"
"1139","Nitzschia promare"
"1140","Protoperidinium bipes"
"1141","Amphidinium longum"
"1142","Desmarella monoliformis"
"1143","Gymnodinium simplex"
"1144","Gyrodinium aureolum"
"1145","Hillea fusiformis"
"1146","Pyramimonas orientalis"
"1147","Dinobryon balticum"
"1148","Lingulodinium polyedra"
"1149","Chaetoceros concavicornis"
"1150","Protoperidinium depressum"
"1151","Dinophysis ovata"
"1152","Protoperidinium pyriforme"
"1153","Ceratium arcticum"
"1154","Pronoctiluca pelagica"
"1155","Coscinodiscus oculus-iridis"
"1156","Protoperidinium breve"
"1157","Gyrodinium spirale"
"1158","Thalassiosira bioculata"
"1159","Oxytoxum variabile"
"1160","Gyrosigma fasciola"
"1161","Licmophora paradoxa"
"1162","Oxytoxum gracile"
"1163","Stauroneis amphioxys"
"1164","Nitzschia hybrida"
"1165","Achnanthes delicatula"
"1166","Eutreptia lanowii"
"1167","Nitzschia dissipata"
"1168","Achnanthes flexella"
"1169","Eutreptia "
"1170","Hannaea arcus"
"1171","Pleurosigma formosum"
"1172","Gyrodinium prunus"
"1173","Heterosigma akashiwo"
"1174","Hillea marina"
"1175","Paulinella ovalis"
"1176","Pseudo-nitzschia australis"
"1177","Gymnodinium lantzschii"
"1178","Gyrodinium fusus"
"1179","Micromonas pusilla"
"1180","Prymnesium "
"1181","Woloszynskia reticulata"
"1182","Amphidinium latum"
"1183","Chaetoceros perpusillus"
"1184","Dinobryon faculiferum"
"1185","Gymnodinium arcticum"
"1186","Karlodinium micrum"
"1187","Oxyrrhis marina"
"1188","Dinobryon belgica"
"1189","Chaetoceros neogracilis"
"1190","Pachysphaera marshalliae"
"1191","Leucocryptos marina"
"1192","Ochromonas marina"
"1193","Protoperidinium grenlandicum"
"1194","Protoperidinium islandicum"
"1195","Prorocentrum lima"
"1196","Rhizosolenia setigera"
"1197","Protoperidinium steinii"
"1198","Thalassiothrix longissima"
"1199","Protoperidinium leonis"
"1200","Cocconeis scutellum"
"1201","Chaetoceros contortum"
"1202","Eutreptiella hirudoidea"
"1203","Cochlodinium pupa"
"1204","Plagiotropis scaligera"
"1205","Protoperidinium pallidum"
"1206","Dinophysis norvegica"
"1207","Preperidinium meunierii"
"1208","Proboscia eumorpha"
"1209","Melosira monoliformis"
"1210","Cocconeis pediculus"
"1211","Diploneis interrupta"
"1212","Thalassiosira lineata"
"1213","Gonyaulax grindleyi"
"1214","Grammatophora marina"
"1215","Chaetoceros holsaticus"
"1216","Scenedesmus "
"1217","Licmophora gracilis"
"1218","Thalassiosira constricta"
"1219","Pleurosigma clevei"
"1220","Warnowia maculata"
"1221","Nitzschia angularis"
"1222","Achnanthes minutissima"
"1223","Chaetoceros constrictus"
"1224","Diatoma tenuis"
"1225","Plagiogrammopsis vanheurckii"
"1226","Bodo transitans"
"1227","Melosira nummuloides"
"1228","Tabellaria flocculosa"
"1229","Gyrodinium lachryma"
"1230","Protoperidinium conicum"
"1231","Detonula confervaceae"
"1232","Parvicorbicula socialis"
"1233","Dinophysis rotundatum"
"1234","Cymbella "
"1235","Protoperidinium conicoides"
"1236","Thalassiosira baltica"
"1237","Prorocentrum cordatum"
"1238","Pterosperma polygonum"
"1239","Helicopedinella tricostata"
"1240","Euglena "
"1241","Fallacia forcipata"
"1242","Oxytoxum sceptrum"
"1243","Ankistrodesmus "
"1244","Eunotia "
"1245","Rhabdonema arcuatum"
"1246","Chaetoceros karianus"
"1247","Asterionella formosa"
"1248","Meridion circulare"
"1249","Alexandrium minutum"
"1250","Bicosoeca gracilipes"
"1251","Cochlodinium schuettii"
"1252","Entomoneis paludosa"
"1253","Chrysochromulina "
"1254","Entomoneis punctulata"
"1255","Protoperidinium nudum"
"1256","Cochlodinium polykrikoides"
"1257","Navicula septentrionalis"
"1258","Protoperidinium pentagonum"
"1259","Dinophysis islandica"
"1260","Protoperidinium brochii"
"1261","Euglena acusformis"
"1262","Haslea "
"1263","Calcidiscus leptoporus"
"1264","Chaetoceros diversus"
"1265","Chaetoceros mitra"
"1266","Chaetoceros seiracanthus"
"1267","Fragilariopsis pseudonana"
"1268","Haslea crucigeroides"
"1269","Licmophora flabellata"
"1270","Navicula glacialis"
"1271","Gomphonemopsis exigua"
"1272","Parlibellus "
"1273","Protoperidinium divergens"
"1274","Chaetoceros ingolfianus"
"1275","Chaetoceros ingolfianum"
"1276","Gonyaulax alaskensis"
"1277","Pleurosigma strigosum"
"1278","Caloneis "
"1279","Chaetoceros crinitus"
"1280","Chaetoceros pseudocrinitus"
"1281","Navicula quarnerensis"
"1282","Chaetoceros pelagicus"
"1283","Thalassionema frauenfeldii"
"1284","Navicula menisculus"
"1285","Bacillaria paxillifer"
"1286","Nitzschia seriata"
"1287","Navicula microcephala"
"1288","Scrippsiella precaria"
"1289","Corythodinium reticulatum"
"1290","Rhoicosphenia abbreviata"
"1291","Navicula granii"
"1292","Peridiniella catenata"
"1293","Cyanophyceae "
"1294","Grammatophora oceanica"
"1295","Melosira "
"1296","Glenodinium pilula"
"1297","Striatella unipunctata"
"1298","Calliacantha natans"
"1299","Hemiselmis "
"1300","Entomoneis "
"1301","Azpeitia tabularis"
"1302","Bicosoeca "
"1303","Resultor mikron"
"1304","Acanthocorbis unguiculata"
"1305","Anabaenopsis "
"1306","Monoraphidium arcatum"
"1307","Paulinella "
"1308","Pleurosigma stuxbergii"
"1309","Eutreptiella "
"1310","Pseudo-nitzschia subpacifica"
"1311","Diatoma "
"1312","Navicula elegans"
"1313","Dissodinium pseudolunula"
"1314","Protoperidinium ovum"
"1315","Navicula gelida"
"1316","Protoperidinium curtipes"
"1317","Nitzschia polaris"
"1318","Tryblionella plana"
"1319","Protoperidinium granii"
"1320","Thoracosphaera heimii"
"1321","Zygosphaera marsilii"
"1322","Navicula monilifera"
"1323","Didymosphenia geminata"
"1324","Diploneis bombus"
"1325","Alexandrium ostenfeldii"
"1326","Gyrodinium estuariale"
"1327","Glenodinium "
"1328","Thalassiosira poroseriata"
"1329","Gonyaulax scrippsae"
"1330","Hermesinum adriaticum"
"1331","Actiniscus pentasterias"
"1332","Phaeodactylum tricornutum"
"1333","Thalassiosira pacifica"
"1334","Pyramichlamys vectensis"
"1335","Chaetoceros subtilis"
"1336","Apedinella "
"1337","Navicula pellucidula"
"1338","Cochlodinium archimedes"
"1339","Pyrocystis lunula"
"1340","Thalassiosira kushirensis"
"1341","Cocconeis stauroneiformis"
"1342","Campylodiscus fastuosus"
"1343","Chaetoceros cinctus"
"1344","Tryblionella littoralis"
"1345","Gymnodinium wulffii"
"1346","Rhoicosigma compactum"
"1347","Navicula spicula"
"1348","Protoperidinium okamurae"
"1349","Aglantha digitale"
"1350","Parasagitta elegans"
"1351","Temora longicornis"
"1352","Metridia longa"
"1353","Microsetella norvegica"
"1354","Oncaea borealis"
"1355","Pseudocalanus minutus"
"1356","Oithona similis"
"1357","Acartia longiremis"
"1358","Cirripedia "
"1359","Bryozoa "
"1360","Polychaeta "
"1361","Calanoida "
"1362","Bivalvia "
"1363","Gastropoda "
"1364","Evadne nordmanni"
"1365","Fritillaria borealis"
"1366","Podon leuckartii"
"1367","Centropages hamatus"
"1368","Crangon allmanni"
"1369","Echinodermata "
"1370","Tintinopsis campanula"
"1371","Euphausiacea "
"1372","Mya arenaria"
"1373","Mytilidae "
"1374","Calanus glacialis"
"1375","Obelia longissima"
"1376","Parafavella denticulata"
"1377","Limacina helicina"
"1378","Aeginopsis laurentii"
"1379","Oikopleura vanhoffeni"
"1380","Erythrops erythrophtalma"
"1381","Calanus finmarchicus"
"1382","Jaschnovia tolli"
"1383","Thysanoessa raschii"
"1384","Gammaridae "
"1385","Beroe cucumis"
"1386","Copepoda "
"1387","Clione limacina"
"1388","Aonides paucibranchiata"
"1389","Anomia squamula"
"1390","Hiatella arctica"
"1391","Ophiuroidea "
"1392","Amphipoda "
"1393","Themisto libellula"
"1394","Plotocnide borealis"
"1395","Themisto abyssorum"
"1396","Neoscolecithrix farrani"
"1397","Ctenophora "
"1398","Hyperia galba"
"1399","Mysis oculata"
"1400","Bougainvillia superciliaris"
"1401","Obelia flabellata"
"1402","Eurotatoria "
"1403","Acartia bifilosa"
"1404","Cumacea "
"1405","Velutina velutina"
"1406","Isopoda "
"1407","Microcalanus pusillus"
"1408","Pisces "
"1409","Spionidae "
"1410","Harmothoe imbricata"
"1411","Hydromedusae "
"1412","Decapoda "
"1413","Euphysa aurata"
"1414","Parathalestris croni"
"1415","Asterias rubens"
"1416","Brachiolaria "
"1417","Herring "
"1418","Hybocodon prolifer"
"1419","Dulichia spinosissima"
"1420","Dermatomyzon nigripes"
"1421","Sarsia tubulosa"
"1422","Bougainvillia yoldiaearcticae"
"1423","Pagurus pubescens"
"1424","Tisbe furcata"
"1425","Facetotecta "
"1426","Rathkea octopunctata"
"1427","Limnocalanus macrurus"
"1428","Pleurobrachia pileus"
"1429","Cyclopoida "
"1430","Appendicularia "
"1431","Rozinante fragilis"
"1432","Oweniida "
"1433","Harpacticus uniremis"
"1434","Polynoida "
"1435","Podon leuckarti"
"1436","Stauridiosarsia producta"
"1437","Hyas coarctatus"
"1438","Pandalus borealis"
"1439","Halectinosoma finmarchicum"
"1440","Microcalanus pygmaeus"
"1441","Pseudocalanus elongatus"
"1442","Paraeuchaeta glacialis"
"1443","Spinocalanus abyssalis"
"1444","Unidentified Copepod"
"1445","Calanus hyperboreus"
"1446","Scaphocalanus magnus"
"1447","Augaptilus glacialis"
"1448","Lubbockia glacialis"
"1449","Heterorhabdus norvegicus"
"1450","Spinocalanus magnus"
"1451","Temorites brevis"
"1452","Gaidius brevispinus"
"1453","Gaidius tenuispinus"
"1454","Scaphocalanus brevicornis"
"1455","Neomormonilla minor"
"1456","Oncaea notopus"
"1457","Triconia "
"1458","Triconia borealis"
"1459","Scolecithricella minor"
"1460","Chiridius obtusifrons"
"1461","Microsetella rosea"
"1462","Paraheterorhabdus compactus"
"1463","Aetideopsis rostrata"
"1464","Spinocalanus elongatus"
"1465","Mimocalanus distinctocephalus"
"1466","Oncaea ornata"
"1467","Spinocalanus longicornis"
"1468","Haloptilus acutifrons"
"1469","Metridia pacifica"
"1470","Undinella oblonga"
"1471","Lucicutia polaris"
"1472","Chiridiella abyssalis"
"1473","Heterorhabdus "
"1474","Euaugaptilus hyperboreus"
"1475","Heterorhabdus compactus"
"1476","Derjuginia tolli"
"1477","Class Maxillopoda"
"1478","Order Amphipoda"
"1479","Phylum Chaetognatha"
"1480","Class Insecta"
"1481","Order Mysidacea"
"1482","Phylum Ctenophora"
"1483","Eualus gaimardii"
"1484","Mysis litoralis"
"1485","Onisimus glacialis"
"1486","Paroediceros lynceus"
"1487","Sabinea septemcarinata"
"1488","Aglantha digitalis"
"1489","Apherusa glacialis"
"1490","Class Hydrozoa"
"1491","Eukrohnia hamata"
"1492","Eumedusa birulai"
"1493","Euphysa flammea"
"1494","Family Braconidae"
"1495","Family Chironomidae"
"1496","Family Staphylinidae"
"1497","Gammarus wilkitzkii"
"1498","Halitholus cirratus"
"1499","Onisimus nanseni"
"1500","Sarsia princeps"
"1501","Spirontocaris phippsi"
"1502","Superfamily Chalcidoidea"
"1503","Mertensia ovum"
"1504","Anonyx nugax"
"1505","Family Ceratopogonidae"
"1506","Monoculodes packardi"
"1507","Eurytemora herdmani"
"1508","Hyperoche medusarum"
"1509","Boeckosimus affinis"
"1510","Diastylis rathkei"
"1511","Pontoporeia femorata"
"1512","Cyclops bicuspidatus"
"1513","Family Aphididae"
"1514","Family Gracillariidae"
"1515","Munnopsis typica"
"1516","Trichotropis borealis"
"1517","Class Gastropoda"
"1518","Mysis polaris"
"1519","Order Decapoda"
"1520","Spirontocaris phippsii"
"1521","Class Polychaeta"
"1522","Class Asteroidea"
"1523","Eucalanus bungii"
"1524","Order Myodocopida"
"1525","Thysanoessa inermis"
"1526","Ophelina cylindricaudatus"
"1527","Cyclops vernalis"
"1528","Diaptomus sicilis"
"1529","Epischura lacustris"
"1530","Epischura nevadensis"
"1531","Family Dytiscidae"
"1532","Pontoporeia affinis"
"1533","Order Isopoda"
"1534","Unidentified egg"
"1535","Leucon nasica"
"1536","Cryptocyclops bicolor"
"1537","Class Appendicularia"
"1538","Family Muscidae"
"1539","Metopa longirama"
"1540","Family Bibonidae"
"1541","Acartia clausii"
"1542","Leucon fulvus"
"1543","Portlandia arctica"
"1544","Dimophyes arctica"
"1545","Family Halocyprididae"
"1546","Order Cumacea"
"1547","Suborder Cladocera"
"1548","Gammaracanthus loricatus"
"1549","Oediceros saginatus"
"1550","Aceroides latipes"
"1551","Class Cirripedia"
"1552","Phylum Nemata"
"1553","Class Ostracoda"
"1554","Semibalanus balanoides"
"1555","Family Psyllidae"
"1556","Pseudocuma gilsoni"
"1557","Family Mycetophilidae"
"1558","Myzobdella lugubris"
"1559","Cosmetira pilosella"
"1560","Family Macrocyprididae"
"1561","Family Tipulidae"
"1562","Hyperia medusarum"
"1563","Ischyrocerus commensalis"
"1564","Mysis relicta"
"1565","Saduria entomon"
"1566","Class Bivalvia"
"1567","Order Foraminiferida"
"1568","Prodajus mysidis"
"1569","Order Harpacticoida"
"1570","Neocalanus cristatus"
"1571","Atylus carinatus"
"1572","Autolytus cornutus"
"1573","Autolytus prismaticus"
"1574","Harpinia serrata"
"1575","Protomedeia fasciata"
"1576","Drepanopus bungei"
"1577","Family Culicidae"
"1578","Family Sciaridae"
"1579","Lembos borealis"
"1580","NA/unknown "
"1581","Orchomene minuta"
"1582","Order Euphausiacea"
"1583","Order Hymenoptera"
"1584","Weyprechtia heuglini"
"1585","Lebbeus polaris"
"1586","Byblis gaimardi"
"1587","Dacrydium vitreum"
"1588","Dyopedos porrectus"
"1589","Ennucula tenuis"
"1590","Erythrops erythrophthalma"
"1591","Leptognathia gracilis"
"1592","Leptostylis longimana"
"1593","Minuspio cirrifera"
"1594","Nuculana pernula"
"1595","Ophiocten sericeum"
"1596","Paraphoxus oculatus"
"1597","Stegocephalus inflatus"
"1598","Aetideus pacificus"
"1599","Barbatia glacialis"
"1600","Brachydiastylis nimia"
"1601","Delectopecten greenlandicus"
"1602","Diastylis spinulosa"
"1603","Family Cyprididae"
"1604","Family Dixidae"
"1605","Family Ephemeridae"
"1606","Family Ichneumonidae"
"1607","Family Phoridae"
"1608","Munnopsurus giganteus"
"1609","Order Trichoptera"
"1610","Phylum Nemertea"
"1611","Portlandia frigida"
"1612","Rhachotropis tumida"
"1613","Subclass Podocopa"
"1614","Syrrhoe crenulata"
